29,1
86,2
25,4
36,4
50,5
77,5
43,6
47,6
96,7
9,8
13,8
17,8
91,9
84,10
78,13
99,14
45,15
32,16
86,16
83,17
83,18
60,19
27,20
73,20
5,21
12,21
62,21
18,22
76,23
66,24
44,27
32,28
59,28
4,29
43,31
64,31
94,31
69,33
86,34
23,36
35,36
47,36
50,36
91,37
54,38
22,39
11,41
9,43
61,43
100,43
21,46
1,47
51,47
26,48
24,49
70,49
89,49
20,50
1,57
11,57
12,58
62,61
72,62
84,65
12,67
38,67
70,67
8,68
21,69
83,70
48,72
73,72
86,74
25,76
13,77
31,77
23,78
85,79
27,81
31,81
69,82
22,84
64,84
48,85
60,86
47,88
94,89
97,90
3,91
2,92
14,92
26,94
33,95
21,96
34,96
35,97
60,97
43,100
56,100
63,100
