1,Assignment Name,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,1,ITAL101,49
2,Assignment Name,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,1,ENGL102,14
3,Assignment Name,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,0,ECON201,88
4,Assignment Name,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,0,HIST201,18
5,Assignment Name,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,0,SPAN101,16
6,Assignment Name,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,1,ECON102,29
7,Assignment Name,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,0,FREN101,61
8,Assignment Name,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,0,COMP101,28
9,Assignment Name,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,1,REL101,75
10,Assignment Name,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,1,ENGL102,52
11,Assignment Name,duis at velit eu est congue elementum in hac habitasse platea dictumst,1,ECON201,56
12,Assignment Name,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,0,ECON102,20
13,Assignment Name,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,0,HIST102,86
14,Assignment Name,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,0,FREN101,22
15,Assignment Name,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1,SPAN201,71
16,Assignment Name,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,0,FREN201,25
17,Assignment Name,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,0,ART201,3
18,Assignment Name,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,1,ITAL102,33
19,Assignment Name,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,0,FREN102,95
20,Assignment Name,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,0,CHEM101,65
21,Assignment Name,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,0,ENGL101,40
22,Assignment Name,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,0,HIST102,49
23,Assignment Name,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,0,THEA102,13
24,Assignment Name,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,0,ITAL201,32
25,Assignment Name,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,0,SPAN201,44
26,Assignment Name,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,0,MUS102,81
27,Assignment Name,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,0,COMP101,52
28,Assignment Name,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,1,ITAL201,16
29,Assignment Name,rutrum nulla nunc purus phasellus in felis donec semper sapien,0,ANTH101,94
30,Assignment Name,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,0,HIST101,31
31,Assignment Name,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,0,HIST102,23
32,Assignment Name,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,0,ITAL201,82
33,Assignment Name,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,1,BIOL101,35
34,Assignment Name,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,1,ART102,30
35,Assignment Name,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,0,FREN201,40
36,Assignment Name,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,1,FREN102,87
37,Assignment Name,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,0,THEA101,33
38,Assignment Name,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,1,FREN101,94
39,Assignment Name,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,0,COMP101,56
40,Assignment Name,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,0,REL101,15
41,Assignment Name,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,0,CHEM101,74
42,Assignment Name,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,0,COMP101,51
43,Assignment Name,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,1,MUS102,19
44,Assignment Name,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,0,FREN102,87
45,Assignment Name,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,1,SPAN201,14
46,Assignment Name,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,1,THEA102,68
47,Assignment Name,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,1,ECON101,77
48,Assignment Name,est donec odio justo sollicitudin ut suscipit a feugiat et eros,1,FREN102,79
49,Assignment Name,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,0,ENGL102,8
50,Assignment Name,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,1,CHEM102,85
51,Assignment Name,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,1,BIOL101,15
52,Assignment Name,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,1,SPAN101,9
53,Assignment Name,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,1,CHEM102,88
54,Assignment Name,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,0,MUS101,97
55,Assignment Name,proin at turpis a pede posuere nonummy integer non velit,1,SPAN101,89
56,Assignment Name,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,0,THEA101,92
57,Assignment Name,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,1,HIST101,78
58,Assignment Name,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,1,ITAL101,92
59,Assignment Name,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,1,SPAN102,40
60,Assignment Name,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,1,ANTH101,37
61,Assignment Name,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,1,MUS201,38
62,Assignment Name,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,1,PHYS201,26
63,Assignment Name,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,1,REL101,6
64,Assignment Name,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,0,ECON101,26
65,Assignment Name,lorem quisque ut erat curabitur gravida nisi at nibh in,1,CHEM101,11
66,Assignment Name,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,1,ART201,91
67,Assignment Name,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,0,ART102,7
68,Assignment Name,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,0,CHEM102,43
69,Assignment Name,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,1,SPAN101,83
70,Assignment Name,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,1,MUS101,47
71,Assignment Name,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,1,FREN101,11
72,Assignment Name,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,1,ECON101,21
73,Assignment Name,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1,SPAN102,17
74,Assignment Name,pede lobortis ligula sit amet eleifend pede libero quis orci nullam,1,FREN101,68
75,Assignment Name,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,1,SPAN101,99
76,Assignment Name,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,0,ECON201,42
77,Assignment Name,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,0,MUS102,61
78,Assignment Name,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,0,ITAL102,59
79,Assignment Name,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,1,CHEM102,3
80,Assignment Name,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,1,ITAL102,5
81,Assignment Name,phasellus in felis donec semper sapien a libero nam dui proin leo,1,ITAL102,18
82,Assignment Name,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,0,SPAN201,19
83,Assignment Name,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,1,POLS102,48
84,Assignment Name,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,1,THEA101,1
